תז,שם פרטי,שם משפחה,אימייל,ססמא,מספר טלפון,תפקיד,חוג לימודים,שפת אם,האם יש לקויות למידה,שנת לימוד
309773466,איה,אזולאי,aya.azoulay200@afeka.ac.il,AA309773!,054-101-6780,סטודנט,מדעי הנתונים,עברית,לא,1
317565226,יארא,אברהם,yara.avraham201@afeka.ac.il,YA317565!,053-169-9618,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
312525949,עלי,מסרי,ali.masri202@afeka.ac.il,AM312525!,053-865-1266,סטודנט,הנדסה רפואית,עברית,לא,1
325887290,סמי,דוד,sami.david203@afeka.ac.il,SD325887!,055-852-6447,סטודנט,הנדסת תוכנה,ערבית,לא,2
327863051,חסן,סויסה,hassan.suissa204@afeka.ac.il,HS327863!,054-812-8840,סטודנט,הנדסת תוכנה,עברית,כן,1
309846298,נטע,מזרחי,neta.mizrahi205@afeka.ac.il,NM309846!,052-144-4268,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
308499799,אביב,עאמר,aviv.amer206@afeka.ac.il,AA308499!,050-871-4131,סטודנט,הנדסה מכנית,עברית,לא,1
309167628,חסן,אבו,hassan.abu207@afeka.ac.il,HA309167!,050-918-7029,סטודנט,הנדסת מערכות מידע,עברית,לא,2
306268545,אלה,אבו,ella.abu208@afeka.ac.il,EA306268!,054-808-9151,סטודנט,הנדסה רפואית,עברית,לא,2
302648350,רוני,זועבי,roni.zoabi209@afeka.ac.il,RZ302648!,054-716-3956,סטודנט,הנדסה מכנית,עברית,כן,2
310284294,יארא,יצחקי,yara.yitzhaki210@afeka.ac.il,YY310284!,054-717-7981,סטודנט,הנדסת תוכנה,עברית,לא,1
320630992,תמר,עבדאללה,tamar.abdalla211@afeka.ac.il,TA320630!,054-381-1939,סטודנט,הנדסת חשמל,עברית,לא,1
301044905,לינה,חדד,lina.hadad212@afeka.ac.il,LH301044!,052-969-8179,סטודנט,הנדסת תעשייה וניהול,ערבית,לא,1
312151757,חסן,ח'טיב,hassan.khatib213@afeka.ac.il,HK312151!,054-680-1530,סטודנט,הנדסת תוכנה,עברית,לא,1
325604866,יובל,דראושה,yuval.darawshe214@afeka.ac.il,YD325604!,050-687-3255,סטודנט,הנדסה רפואית,עברית,לא,1
300869507,גל,גבאי,gal.gabay215@afeka.ac.il,GG300869!,052-611-9482,סטודנט,הנדסת מערכות מידע,עברית,כן,1
307199788,שקד,דראושה,shaked.darawshe216@afeka.ac.il,SD307199!,055-392-9047,סטודנט,מדעי הנתונים,ערבית,לא,2
323936721,ירין,סויסה,yarin.suissa217@afeka.ac.il,YS323936!,054-189-6236,סטודנט,הנדסה רפואית,עברית,לא,1
328566970,מיכל,לוי יקוט,michal.levi_yakut218@afeka.ac.il,ML328566!,052-828-3852,סטודנט,הנדסה רפואית,עברית,כן,1
307943548,עומר,שלום,omer.shalom219@afeka.ac.il,OS307943!,054-126-6912,סטודנט,הנדסה רפואית,עברית,לא,2
302206140,אורי,אברהם,uri.avraham220@afeka.ac.il,UA302206!,053-507-8842,סטודנט,הנדסת מערכות מידע,עברית,לא,1
310637683,יעל,שלום,yael.shalom221@afeka.ac.il,YS310637!,050-560-8632,סטודנט,הנדסה רפואית,ערבית,לא,1
325762476,מראם,סויסה,maram.suissa222@afeka.ac.il,MS325762!,052-543-9238,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
305434709,אייל,חדד,eyal.hadad223@afeka.ac.il,EH305434!,053-826-4694,סטודנט,הנדסה רפואית,עברית,לא,1
308408918,מיכל,אברהם,michal.avraham224@afeka.ac.il,MA308408!,052-750-5496,סטודנט,הנדסת תוכנה,עברית,לא,2
321507969,רוני,חורי,roni.khoury225@afeka.ac.il,RK321507!,052-706-3526,סטודנט,הנדסת תוכנה,עברית,לא,1
328270615,מייסם,אבו,maisam.abu226@afeka.ac.il,MA328270!,055-142-1464,סטודנט,הנדסת חשמל,ערבית,לא,1
321848296,אחמד,מור,ahmad.mor227@afeka.ac.il,AM321848!,052-885-7825,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
316204939,מיכל,לוי יקוט,michal.levi_yakut228@afeka.ac.il,ML316204!,052-924-7653,סטודנט,הנדסה מכנית,עברית,לא,1
313945951,יואב,דראושה,yoav.darawshe229@afeka.ac.il,YD313945!,054-575-4342,סטודנט,הנדסה רפואית,עברית,לא,1
324635655,איה,חסן,aya.hassan230@afeka.ac.il,AH324635!,053-508-3142,סטודנט,הנדסה רפואית,עברית,כן,2
304111153,גל,מנסור,gal.mansour231@afeka.ac.il,GM304111!,053-560-5061,סטודנט,הנדסת תוכנה,ערבית,לא,2
308330568,אלה,סעיד,ella.said232@afeka.ac.il,ES308330!,052-933-6364,סטודנט,הנדסה רפואית,עברית,לא,1
316735598,לינה,מנסור,lina.mansour233@afeka.ac.il,LM316735!,053-609-1379,סטודנט,הנדסת חשמל,עברית,לא,2
319573780,גל,רוזן,gal.rozen234@afeka.ac.il,GR319573!,053-149-1828,סטודנט,הנדסה מכנית,עברית,לא,2
309588124,חסן,עאמר,hassan.amer235@afeka.ac.il,HA309588!,055-108-2761,סטודנט,הנדסת מערכות מידע,ערבית,לא,1
312278820,יובל,ג'מאל,yuval.jamal236@afeka.ac.il,YJ312278!,050-510-1838,סטודנט,מדעי הנתונים,עברית,לא,1
315111385,אלה,חורי,ella.khoury237@afeka.ac.il,EK315111!,055-386-2946,סטודנט,הנדסת תוכנה,עברית,לא,1
325332427,רועי,ח'טיב,roi.khatib238@afeka.ac.il,RK325332!,052-303-9341,סטודנט,הנדסת מערכות מידע,עברית,כן,1
326976617,אורי,אבו,uri.abu239@afeka.ac.il,UA326976!,054-631-8487,סטודנט,הנדסת תוכנה,עברית,לא,1
305452663,עידו,חסן,ido.hassan240@afeka.ac.il,IH305452!,054-731-5902,סטודנט,הנדסה רפואית,עברית,לא,2
315934751,יוסף,לוי יקוט,yosef.levi_yakut241@afeka.ac.il,YL315934!,050-477-6427,סטודנט,הנדסת חשמל,עברית,לא,1
320028963,סמי,לוי,sami.levi242@afeka.ac.il,SL320028!,054-371-4728,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
304958529,עלי,מסרי,ali.masri243@afeka.ac.il,AM304958!,052-132-2800,סטודנט,מדעי הנתונים,ערבית,לא,2
323169344,איתי,סעיד,itai.said244@afeka.ac.il,IS323169!,052-520-9221,סטודנט,מדעי המחשב,עברית,לא,2
317404120,שירה,שלום,shira.shalom245@afeka.ac.il,SS317404!,052-674-6325,סטודנט,מדעי המחשב,עברית,לא,2
317888775,דניאל,מנסור,daniel.mansour246@afeka.ac.il,DM317888!,053-659-6804,סטודנט,הנדסה מכנית,עברית,לא,2
318726280,גל,אוחיון,gal.ohayon247@afeka.ac.il,GO318726!,053-330-5876,סטודנט,הנדסה מכנית,עברית,לא,2
316099531,יוסף,חסן,yosef.hassan248@afeka.ac.il,YH316099!,053-673-5480,סטודנט,הנדסה מכנית,ערבית,לא,1
327460190,אלה,ג'מאל,ella.jamal249@afeka.ac.il,EJ327460!,053-891-3399,סטודנט,הנדסה מכנית,ערבית,לא,1
314843679,רוני,עבדאללה,roni.abdalla250@afeka.ac.il,RA314843!,053-865-8849,סטודנט,מדעי הנתונים,עברית,לא,2
304606116,מראם,אוחיון,maram.ohayon251@afeka.ac.il,MO304606!,050-730-4920,סטודנט,מדעי הנתונים,ערבית,לא,2
301761309,עמית,שפירא,amit.shapira252@afeka.ac.il,AS301761!,050-523-6411,סטודנט,מדעי המחשב,ערבית,לא,1
313653548,נועה,חדד,noa.hadad253@afeka.ac.il,NH313653!,054-588-4267,סטודנט,הנדסה מכנית,עברית,לא,2
317956730,רוני,שפירא,roni.shapira254@afeka.ac.il,RS317956!,050-279-7846,סטודנט,הנדסת תוכנה,עברית,כן,1
306251580,אביב,מחאמיד,aviv.mahamid255@afeka.ac.il,AM306251!,053-997-1613,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
315245425,רועי,יצחקי,roi.yitzhaki256@afeka.ac.il,RY315245!,055-636-9092,סטודנט,הנדסת תוכנה,עברית,לא,2
311095917,עומר,גבאי,omer.gabay257@afeka.ac.il,OG311095!,052-848-8518,סטודנט,הנדסה מכנית,עברית,כן,2
319051576,רועי,יצחקי,roi.yitzhaki258@afeka.ac.il,RY319051!,052-279-7643,סטודנט,הנדסת מערכות מידע,עברית,כן,1
306200228,יארא,דוד,yara.david259@afeka.ac.il,YD306200!,052-588-6301,סטודנט,מדעי הנתונים,ערבית,לא,2
311060389,ירין,אוחיון,yarin.ohayon260@afeka.ac.il,YO311060!,053-696-1187,סטודנט,הנדסה מכנית,עברית,לא,1
315616064,שירה,גבאי,shira.gabay261@afeka.ac.il,SG315616!,053-263-7642,סטודנט,הנדסה מכנית,עברית,לא,2
320623407,מיכל,ח'טיב,michal.khatib262@afeka.ac.il,MK320623!,052-324-3188,סטודנט,מדעי המחשב,ערבית,לא,2
313953463,מייסם,ח'טיב,maisam.khatib263@afeka.ac.il,MK313953!,055-582-9806,סטודנט,מדעי הנתונים,עברית,לא,1
317633077,מייסם,אברהם,maisam.avraham264@afeka.ac.il,MA317633!,054-640-6927,סטודנט,הנדסת חשמל,עברית,כן,1
306783255,מראם,חורי,maram.khoury265@afeka.ac.il,MK306783!,055-649-3455,סטודנט,הנדסת תוכנה,עברית,לא,1
324055775,ליה,רוזן,lia.rozen266@afeka.ac.il,LR324055!,055-600-2489,סטודנט,מדעי המחשב,עברית,לא,1
315327613,לינה,סעיד,lina.said267@afeka.ac.il,LS315327!,055-159-8575,סטודנט,הנדסה מכנית,עברית,לא,1
319404906,נועה,רוזן,noa.rozen268@afeka.ac.il,NR319404!,050-146-7941,סטודנט,הנדסה רפואית,עברית,לא,2
315840081,שירה,ביטון,shira.biton269@afeka.ac.il,SB315840!,050-393-7698,סטודנט,הנדסת תוכנה,עברית,לא,1
312564823,סמי,סעיד,sami.said270@afeka.ac.il,SS312564!,054-559-7184,סטודנט,הנדסת מערכות מידע,ערבית,לא,2
321928965,סארה,שלום,sara.shalom271@afeka.ac.il,SS321928!,053-221-3924,סטודנט,הנדסת מערכות מידע,עברית,לא,1
325373170,עמית,כהן,amit.cohen272@afeka.ac.il,AC325373!,050-405-8585,סטודנט,הנדסת מערכות מידע,עברית,לא,2
311615193,גל,מנסור,gal.mansour273@afeka.ac.il,GM311615!,052-382-4088,סטודנט,הנדסת חשמל,ערבית,לא,2
308075420,נור,לוי,noor.levi274@afeka.ac.il,NL308075!,052-168-2653,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
324848435,שירה,בר,shira.bar275@afeka.ac.il,SB324848!,050-511-8191,סטודנט,מדעי הנתונים,עברית,לא,1
316907938,שירה,שלום,shira.shalom276@afeka.ac.il,SS316907!,053-339-6224,סטודנט,הנדסה רפואית,עברית,לא,2
307416963,יארא,סאלח,yara.saleh277@afeka.ac.il,YS307416!,054-407-5508,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
321004844,לואי,סויסה,loai.suissa278@afeka.ac.il,LS321004!,054-669-9120,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
326367226,יארא,מסרי,yara.masri279@afeka.ac.il,YM326367!,055-426-7821,סטודנט,הנדסת מערכות מידע,ערבית,לא,1
308085550,סארה,עאמר,sara.amer280@afeka.ac.il,SA308085!,052-407-3365,סטודנט,מדעי המחשב,עברית,לא,1
304499406,טל,סאלח,tal.saleh281@afeka.ac.il,TS304499!,054-348-5177,סטודנט,מדעי הנתונים,עברית,כן,2
303102576,ירין,ח'טיב,yarin.khatib282@afeka.ac.il,YK303102!,055-841-4120,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
329313838,מייסם,מזרחי,maisam.mizrahi283@afeka.ac.il,MM329313!,050-292-4555,סטודנט,מדעי המחשב,עברית,לא,2
307107089,אייל,כהן,eyal.cohen284@afeka.ac.il,EC307107!,052-859-2922,סטודנט,מדעי המחשב,עברית,לא,1
313308763,איה,רוזן,aya.rozen285@afeka.ac.il,AR313308!,052-665-6269,סטודנט,הנדסה מכנית,עברית,לא,2
308776551,אדיר,לוי יקוט,adir.levi_yakut286@afeka.ac.il,AL308776!,053-625-9147,סטודנט,מדעי המחשב,ערבית,לא,2
306815827,אמיר,חסן,amir.hassan287@afeka.ac.il,AH306815!,053-420-7781,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
308750127,איתי,לוי,itai.levi288@afeka.ac.il,IL308750!,055-698-7841,סטודנט,הנדסה מכנית,ערבית,לא,1
316753777,אלה,בר,ella.bar289@afeka.ac.il,EB316753!,055-770-6530,סטודנט,הנדסה מכנית,עברית,לא,2
315462855,סמי,מחאמיד,sami.mahamid290@afeka.ac.il,SM315462!,052-850-6770,סטודנט,הנדסת תוכנה,ערבית,לא,2
317580657,דניאל,פרץ,daniel.peretz291@afeka.ac.il,DP317580!,050-959-2217,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
302280625,עלי,שפירא,ali.shapira292@afeka.ac.il,AS302280!,052-109-4583,סטודנט,מדעי המחשב,עברית,לא,2
322121911,יארא,עאמר,yara.amer293@afeka.ac.il,YA322121!,054-116-1108,סטודנט,הנדסת מערכות מידע,ערבית,לא,2
300575210,ליאור,יצחקי,lior.yitzhaki294@afeka.ac.il,LY300575!,055-932-8054,סטודנט,הנדסת תוכנה,ערבית,כן,1
306440171,איתי,בר,itai.bar295@afeka.ac.il,IB306440!,055-639-5135,סטודנט,הנדסה רפואית,עברית,לא,1
315401408,יובל,ג'מאל,yuval.jamal296@afeka.ac.il,YJ315401!,055-349-4700,סטודנט,הנדסה מכנית,עברית,לא,1
303137356,חסן,מזרחי,hassan.mizrahi297@afeka.ac.il,HM303137!,054-488-7179,סטודנט,מדעי המחשב,ערבית,כן,2
316772464,יואב,אברהם,yoav.avraham298@afeka.ac.il,YA316772!,054-760-6427,סטודנט,הנדסת חשמל,עברית,לא,1
329129169,עמית,רוזן,amit.rozen299@afeka.ac.il,AR329129!,055-586-5441,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
306018138,ליאור,מזרחי,lior.mizrahi300@afeka.ac.il,LM306018!,053-116-4394,סטודנט,הנדסת תוכנה,עברית,לא,2
310042066,אביב,ביטון,aviv.biton301@afeka.ac.il,AB310042!,052-677-4939,סטודנט,הנדסת מערכות מידע,עברית,לא,1
326524714,אלה,שלום,ella.shalom302@afeka.ac.il,ES326524!,050-612-6666,סטודנט,הנדסת תעשייה וניהול,ערבית,לא,2
320306093,יעל,אבו,yael.abu303@afeka.ac.il,YA320306!,055-709-7499,סטודנט,הנדסה רפואית,ערבית,לא,1
307655054,ירין,מחאמיד,yarin.mahamid304@afeka.ac.il,YM307655!,053-666-7150,סטודנט,הנדסת מערכות מידע,עברית,לא,1
325909638,אלה,אברהם,ella.avraham305@afeka.ac.il,EA325909!,055-402-5037,סטודנט,הנדסת חשמל,ערבית,לא,1
324818713,איה,אזולאי,aya.azoulay306@afeka.ac.il,AA324818!,054-424-6909,סטודנט,הנדסת חשמל,ערבית,לא,1
325546549,ירין,ח'טיב,yarin.khatib307@afeka.ac.il,YK325546!,053-204-3170,סטודנט,הנדסת חשמל,עברית,לא,1
313691690,מראם,חורי,maram.khoury308@afeka.ac.il,MK313691!,050-126-2468,סטודנט,הנדסה רפואית,עברית,לא,1
300414082,עידו,מסרי,ido.masri309@afeka.ac.il,IM300414!,053-523-7353,סטודנט,הנדסת חשמל,עברית,לא,1
305690258,גל,סאלח,gal.saleh310@afeka.ac.il,GS305690!,054-273-3274,סטודנט,הנדסה מכנית,עברית,לא,2
314585315,יעל,חדד,yael.hadad311@afeka.ac.il,YH314585!,053-531-5911,סטודנט,מדעי המחשב,עברית,לא,2
319924836,גל,מחאמיד,gal.mahamid312@afeka.ac.il,GM319924!,055-300-8501,סטודנט,הנדסת חשמל,ערבית,כן,2
328239859,אביב,אבו,aviv.abu313@afeka.ac.il,AA328239!,055-489-6399,סטודנט,מדעי המחשב,עברית,לא,1
310080935,חסן,שלום,hassan.shalom314@afeka.ac.il,HS310080!,053-717-4290,סטודנט,מדעי המחשב,עברית,לא,2
324658291,עידו,יצחקי,ido.yitzhaki315@afeka.ac.il,IY324658!,054-689-4971,סטודנט,הנדסה רפואית,עברית,לא,1
303821441,אביב,ח'טיב,aviv.khatib316@afeka.ac.il,AK303821!,055-304-9939,סטודנט,הנדסת תוכנה,עברית,לא,1
323768854,סמי,מנסור,sami.mansour317@afeka.ac.il,SM323768!,052-548-5773,סטודנט,הנדסת חשמל,עברית,לא,1
304670076,טל,מחאמיד,tal.mahamid318@afeka.ac.il,TM304670!,053-347-5139,סטודנט,הנדסת תוכנה,עברית,לא,1
320063330,יעל,דראושה,yael.darawshe319@afeka.ac.il,YD320063!,054-696-7566,סטודנט,הנדסת מערכות מידע,עברית,לא,1
303669828,יובל,אברהם,yuval.avraham320@afeka.ac.il,YA303669!,052-773-6816,סטודנט,הנדסת תוכנה,עברית,כן,2
325255843,חסן,ג'מאל,hassan.jamal321@afeka.ac.il,HJ325255!,053-915-8052,סטודנט,הנדסת חשמל,ערבית,לא,1
318723152,לינה,סאלח,lina.saleh322@afeka.ac.il,LS318723!,055-804-4621,סטודנט,מדעי המחשב,עברית,לא,2
305058160,סלים,חורי,salim.khoury323@afeka.ac.il,SK305058!,053-125-8909,סטודנט,הנדסת חשמל,עברית,לא,2
327894394,רוני,גבאי,roni.gabay324@afeka.ac.il,RG327894!,052-456-6110,סטודנט,הנדסה רפואית,עברית,לא,2
315977363,אמיר,עבדאללה,amir.abdalla325@afeka.ac.il,AA315977!,050-548-8412,סטודנט,הנדסה רפואית,ערבית,כן,2
300757830,איה,גבאי,aya.gabay326@afeka.ac.il,AG300757!,053-763-2791,סטודנט,הנדסת תוכנה,עברית,לא,1
318519036,מוחמד,סויסה,mohammad.suissa327@afeka.ac.il,MS318519!,052-438-7985,סטודנט,מדעי המחשב,עברית,לא,1
321490904,דניאל,סויסה,daniel.suissa328@afeka.ac.il,DS321490!,054-505-1478,סטודנט,מדעי הנתונים,עברית,לא,1
306904981,נועה,רוזן,noa.rozen329@afeka.ac.il,NR306904!,053-870-2025,סטודנט,הנדסת חשמל,עברית,לא,2
306612715,יובל,חסן,yuval.hassan330@afeka.ac.il,YH306612!,054-216-5298,סטודנט,מדעי המחשב,עברית,לא,1
320512106,מייסם,מסרי,maisam.masri331@afeka.ac.il,MM320512!,054-701-2871,סטודנט,הנדסה רפואית,עברית,לא,1
320618678,דניאל,לוי יקוט,daniel.levi_yakut332@afeka.ac.il,DL320618!,055-186-3194,סטודנט,הנדסה רפואית,ערבית,לא,2
323267869,דניאל,ח'טיב,daniel.khatib333@afeka.ac.il,DK323267!,052-623-7364,סטודנט,הנדסת מערכות מידע,עברית,לא,1
316329942,הדר,סויסה,hadar.suissa334@afeka.ac.il,HS316329!,055-810-3838,סטודנט,הנדסת תוכנה,עברית,לא,2
320783950,עידו,דראושה,ido.darawshe335@afeka.ac.il,ID320783!,050-986-6882,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
321913384,אלה,חורי,ella.khoury336@afeka.ac.il,EK321913!,054-518-9056,סטודנט,הנדסת מערכות מידע,עברית,לא,1
318971602,יואב,אברהם,yoav.avraham337@afeka.ac.il,YA318971!,050-914-4613,סטודנט,הנדסה מכנית,ערבית,לא,1
326197293,מיכל,חדד,michal.hadad338@afeka.ac.il,MH326197!,054-679-9115,סטודנט,הנדסת חשמל,עברית,לא,2
318187957,סארה,ח'טיב,sara.khatib339@afeka.ac.il,SK318187!,050-878-8231,סטודנט,מדעי הנתונים,עברית,כן,2
309989454,חסן,בר,hassan.bar340@afeka.ac.il,HB309989!,050-560-5305,סטודנט,הנדסה רפואית,עברית,כן,1
307042342,ליה,בר,lia.bar341@afeka.ac.il,LB307042!,055-805-6744,סטודנט,הנדסת מערכות מידע,ערבית,כן,2
327026098,אור,רוזן,or.rozen342@afeka.ac.il,OR327026!,050-683-6747,סטודנט,הנדסה מכנית,עברית,לא,1
309708412,איה,יצחקי,aya.yitzhaki343@afeka.ac.il,AY309708!,055-373-9428,סטודנט,הנדסת חשמל,ערבית,לא,1
309305433,טל,פרץ,tal.peretz344@afeka.ac.il,TP309305!,052-818-3174,סטודנט,מדעי הנתונים,ערבית,לא,2
316423509,גל,ג'מאל,gal.jamal345@afeka.ac.il,GJ316423!,052-691-5402,סטודנט,הנדסת מערכות מידע,עברית,כן,1
317301117,רוני,ג'מאל,roni.jamal346@afeka.ac.il,RJ317301!,053-811-7046,סטודנט,מדעי המחשב,עברית,לא,2
324526005,נועה,אברהם,noa.avraham347@afeka.ac.il,NA324526!,054-750-6869,סטודנט,הנדסת חשמל,עברית,לא,2
316599879,הדר,רוזן,hadar.rozen348@afeka.ac.il,HR316599!,053-430-5646,סטודנט,הנדסה רפואית,עברית,כן,1
322902642,יוסף,אבו,yosef.abu349@afeka.ac.il,YA322902!,050-147-2631,סטודנט,מדעי המחשב,ערבית,לא,2
315318206,יואב,דראושה,yoav.darawshe350@afeka.ac.il,YD315318!,050-538-4314,סטודנט,הנדסת תוכנה,עברית,לא,1
321964327,ליאור,אברהם,lior.avraham351@afeka.ac.il,LA321964!,053-356-2350,סטודנט,הנדסה רפואית,עברית,לא,1
320991796,שירה,ג'מאל,shira.jamal352@afeka.ac.il,SJ320991!,053-843-4836,סטודנט,הנדסת מערכות מידע,עברית,לא,2
315998978,נועה,רוזן,noa.rozen353@afeka.ac.il,NR315998!,050-235-4705,סטודנט,מדעי המחשב,ערבית,לא,1
323287816,ליה,זועבי,lia.zoabi354@afeka.ac.il,LZ323287!,052-589-2160,סטודנט,מדעי הנתונים,עברית,לא,2
310514330,דנה,דוד,dana.david355@afeka.ac.il,DD310514!,053-406-3246,סטודנט,הנדסת מערכות מידע,עברית,לא,1
302295512,אורי,אזולאי,uri.azoulay356@afeka.ac.il,UA302295!,055-676-1138,סטודנט,הנדסת תוכנה,עברית,לא,1
313814691,עלי,אזולאי,ali.azoulay357@afeka.ac.il,AA313814!,055-803-8248,סטודנט,מדעי הנתונים,ערבית,כן,1
311795578,ליה,מסרי,lia.masri358@afeka.ac.il,LM311795!,054-422-3290,סטודנט,מדעי הנתונים,עברית,כן,2
326137884,מראם,יצחקי,maram.yitzhaki359@afeka.ac.il,MY326137!,050-968-5942,סטודנט,מדעי הנתונים,עברית,לא,1
309916745,לואי,ג'מאל,loai.jamal360@afeka.ac.il,LJ309916!,050-902-4921,סטודנט,מדעי המחשב,עברית,לא,2
317726353,עלי,ביטון,ali.biton361@afeka.ac.il,AB317726!,050-469-6185,סטודנט,הנדסת תוכנה,עברית,לא,2
318332672,טל,ח'טיב,tal.khatib362@afeka.ac.il,TK318332!,052-881-8717,סטודנט,הנדסת חשמל,ערבית,כן,2
301336367,שקד,רוזן,shaked.rozen363@afeka.ac.il,SR301336!,050-908-7520,סטודנט,הנדסה מכנית,עברית,לא,2
323548857,טל,זועבי,tal.zoabi364@afeka.ac.il,TZ323548!,054-184-9791,סטודנט,הנדסת תוכנה,עברית,לא,1
327113997,לינה,רוזן,lina.rozen365@afeka.ac.il,LR327113!,052-649-6353,סטודנט,הנדסת מערכות מידע,עברית,לא,1
310407561,חסן,ביטון,hassan.biton366@afeka.ac.il,HB310407!,054-847-4909,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
320545271,ליה,מנסור,lia.mansour367@afeka.ac.il,LM320545!,055-156-6067,סטודנט,הנדסת תוכנה,ערבית,לא,2
305497310,פאטמה,כהן,fatma.cohen368@afeka.ac.il,FC305497!,054-455-9568,סטודנט,הנדסה מכנית,ערבית,כן,2
325884905,ליאור,גבאי,lior.gabay369@afeka.ac.il,LG325884!,050-443-8034,סטודנט,הנדסה מכנית,עברית,לא,2
316647949,אחמד,ביטון,ahmad.biton370@afeka.ac.il,AB316647!,054-623-6900,סטודנט,הנדסת תעשייה וניהול,עברית,לא,1
308560275,יובל,חדד,yuval.hadad371@afeka.ac.il,YH308560!,050-687-2889,סטודנט,מדעי הנתונים,עברית,כן,2
301542884,נועה,בר,noa.bar372@afeka.ac.il,NB301542!,054-472-7274,סטודנט,הנדסת תוכנה,ערבית,לא,1
307533483,תמר,סעיד,tamar.said373@afeka.ac.il,TS307533!,053-354-7819,סטודנט,הנדסה רפואית,עברית,כן,1
316845698,יובל,גבאי,yuval.gabay374@afeka.ac.il,YG316845!,050-283-4656,סטודנט,הנדסת תעשייה וניהול,עברית,כן,1
325955275,נטע,יצחקי,neta.yitzhaki375@afeka.ac.il,NY325955!,053-435-2415,סטודנט,מדעי המחשב,ערבית,לא,2
324816052,אחמד,לוי יקוט,ahmad.levi_yakut376@afeka.ac.il,AL324816!,055-348-8600,סטודנט,הנדסה רפואית,עברית,לא,1
305052169,עומר,בר,omer.bar377@afeka.ac.il,OB305052!,050-519-1391,סטודנט,מדעי הנתונים,עברית,לא,1
311241317,פאטמה,כהן,fatma.cohen378@afeka.ac.il,FC311241!,050-877-7164,סטודנט,הנדסה מכנית,ערבית,לא,2
316509749,גל,סעיד,gal.said379@afeka.ac.il,GS316509!,050-245-5584,סטודנט,הנדסת חשמל,ערבית,לא,2
323516519,מוחמד,סעיד,mohammad.said380@afeka.ac.il,MS323516!,053-569-2391,סטודנט,הנדסת חשמל,עברית,לא,2
319860726,אביב,ביטון,aviv.biton381@afeka.ac.il,AB319860!,055-163-8126,סטודנט,הנדסת תוכנה,עברית,לא,1
323512449,עידו,ג'מאל,ido.jamal382@afeka.ac.il,IJ323512!,053-425-8417,סטודנט,הנדסה מכנית,עברית,לא,1
305214712,אורי,דוד,uri.david383@afeka.ac.il,UD305214!,050-268-8365,סטודנט,מדעי המחשב,עברית,כן,1
315163820,אדיר,רוזן,adir.rozen384@afeka.ac.il,AR315163!,053-574-5341,סטודנט,הנדסת חשמל,ערבית,לא,2
307214900,אייל,מזרחי,eyal.mizrahi385@afeka.ac.il,EM307214!,053-251-2494,סטודנט,מדעי הנתונים,עברית,לא,1
308729748,שירה,לוי יקוט,shira.levi_yakut386@afeka.ac.il,SL308729!,052-131-7625,סטודנט,מדעי המחשב,עברית,לא,1
303419443,דנה,מנסור,dana.mansour387@afeka.ac.il,DM303419!,052-224-1195,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
327637893,אורי,מלכה,uri.malka388@afeka.ac.il,UM327637!,054-481-2376,סטודנט,הנדסה מכנית,עברית,כן,2
321675723,יעל,מלכה,yael.malka389@afeka.ac.il,YM321675!,054-928-3110,סטודנט,הנדסת חשמל,עברית,לא,1
301432650,רועי,גבאי,roi.gabay390@afeka.ac.il,RG301432!,054-151-3752,סטודנט,הנדסת מערכות מידע,עברית,לא,1
322924821,מאיה,מסרי,maya.masri391@afeka.ac.il,MM322924!,054-276-6799,סטודנט,מדעי הנתונים,עברית,לא,1
301162642,ירין,אזולאי,yarin.azoulay392@afeka.ac.il,YA301162!,055-734-5026,סטודנט,הנדסה מכנית,עברית,לא,2
302943446,אמיר,פרץ,amir.peretz393@afeka.ac.il,AP302943!,053-492-3248,סטודנט,הנדסת מערכות מידע,עברית,לא,1
321164605,מוחמד,בר,mohammad.bar394@afeka.ac.il,MB321164!,055-913-1319,סטודנט,הנדסת מערכות מידע,עברית,לא,1
311543869,סארה,מחאמיד,sara.mahamid395@afeka.ac.il,SM311543!,055-614-6269,סטודנט,הנדסת מערכות מידע,עברית,כן,1
300983260,מייסם,שפירא,maisam.shapira396@afeka.ac.il,MS300983!,053-159-8728,סטודנט,הנדסה רפואית,עברית,לא,2
308316702,יואב,דוד,yoav.david397@afeka.ac.il,YD308316!,052-372-9743,סטודנט,הנדסת תעשייה וניהול,עברית,לא,2
311905267,אחמד,מסרי,ahmad.masri398@afeka.ac.il,AM311905!,052-280-4875,סטודנט,הנדסה רפואית,עברית,לא,1
